review_text,review_stars,title
"I just completed my master's program in Data Science and I can honestly say that this is the BEST text book I have read throughout my ENTIRE collegiate career. I wish I had read Chapter 11  on statistics in the start of my career because now I completely understand it. Ugh, you live and you learn.",5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
"This book is excellent for beginners to SQL. I already had a solid foundation, but reading through from beginning to end, I learned quite a lot. The author explains concepts in great detail with clear examples.I highly recommend this to anyone who wants to learn SQL, or just to have as a quick reference for any of the concepts within.",5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
"The book is fine, but the kindle version is not great. All the tables are out of alignment on both desktop and mobile. It makes following along with the examples very difficult.",3.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
"A great book, just as all of these books are. No Starch press is fantastic.",5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
"This book has been an invaluable tool in my journey learning the ins and outs of SQL. I'm on my way to a carreer in data analysis, and this book is helping me get there.",5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
The book is written to make the subject matter understood quite well.,5.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
"This book is outstanding, but for the moment, you should only entertain the printed copy.  There are many code samples and output listings in the book—just about one listing every three paragraphs or so.  But while the printed copy has nicely delimited source code with hierarchical nesting, and has nicely tabulated columnar output for data, the Kindle edition has somehow lost all its formatting for code and data.  It's just about impossible to work out what is intended in the figures.  It might be okay in Apple Books epub format, but I've not seen that one.",2.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
"I had to buy this kindle because i beed the information. In numerous instances, the code query examples, output,etc. is mess up.As one example repeated numerous times, in one query example the column data the rows in the table are instead filled with dashes, and all the actual data that is supposed to populate those columns and rows is all shifted far to the right,  so you get to play this tedious little game of mentally matching the column and its data to the column name.  When you multiply this stupid little crap by the numerous instances of it, the result is one tedious study experience.I gave up and bought the paper book also. (Maybe this is somebody’s overall strategy.)ANGRY that i paid for that kindle. It’s an insult to my hard earned money!",2.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
"I am almost done with reading this book and I am giving it 4 stars instead of 5 because it is very wordy. Which ends up making the text seem boring in a sense. However, I do not think this book was written for people like me who would have preferred the text to go through more of the database design process than data manipulation. Hence I assume that this book would fit a data science quite well but a dev trying to quickly learn a stack before graduation not so much.Would I buy it again? => Nope, I would go for a thinner quicker read. But I am going to keep it and use it as a reference to any future data manipulation.",4.0 out of 5 stars,"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data"
"This is the bible for anyone doing dyadic research. Within the social sciences, researchers are collectively beginning to realize the importance of acknowledging interdependence in their data to conduct more meaningful statistical analyses, whether it be a simple mixed-measures ANOVA, MLM, of SEM. The authors do a fine job explaining why interdependence is important to account for and what happens if you ignore it. They follow it up with techniques of analyzing dyadic data using various statistical procedures. It helps going into this book if you are comfortable with some statistical nuts and bolts, such as the theory behind hypothesis testing and analyses of variance. Of course, knowledge of more advanced techniques such as MLM and SEM won't hurt either.",5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
"There are very few people who are brilliant at understanding statistics (really understanding it deeply) and gifted at explaining it to others. Kenny and his colleagues are such people. He brought us the distinction between moderators and mediators and developed the ""gold standard"" test for mediation. Now, he and his colleagues point out the problems inherent in analyzing dyadic data and explain how to analyze such data. If your data include 2 or more people who interact with one another, this book is a must have for data analysis.",5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
I am using this book to assist with designing my methodology for my dissertation.  The language is not technical.  The authors made this text easy to understand and follow the concepts.  The best thing about this text is that they start with a simple concept and build on it throughout the book so this makes it easier to learn and most importantly to retain!,5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
"Can't complain, the book came as expected in good condition, ready to be used for my multilevel modeling course.But holy s**t is this stuff boring.",5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
Good book,5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
Easy to understand introduction to dyadic analysis. Great book!,5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
This book is the gold standard for any social scientist learning about dyadic statistical analysis techniques.,5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
"For anyone working with interdependent data (and more do than they realize), this is a resource it would be difficult to do without. It gives the technical detail needed in a very accessible way.",5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
"I really found this book accessible and very useful, and I hate statistics.  The first 3 chapters do a great job of laying out the basic concepts and theories and the following chapters give great detail on the practical application of the various methods, includes SPSS code and instructions for many operations. Very useful to any researcher.",5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
I am very pleased with this book. It helps pull together the concepts I have read in articles written by Kenny,5.0 out of 5 stars,Dyadic Data Analysis (Methodology in the Social Sciences)
"I first read Tukey's book maybe 30 years ago. It had a profound effect on me. I had always spent time playing with data: this analysis, that analysis, various plots, etc. But I had never thought of it as something that could be approached in a systematic way, and that that there were many ""easy"" back-of the envelope techniques for getting a sense of your data to quickly understand what you had. In a sense Tukey licensed the idea that data was fun to play with and something that you could just fiddle with as much as you wanted.I think of it as in the same class as mental arithmetic: sure, you have a calculator on your phone; but it's way too slow to get out of your pocket and poke at the screen when all you want is 7*9 or even 387/3. Stem-and-leaf plots let you get a quick idea of what's there, without having to write some script. These skills come in handy all the time.Like everyone, I use a computer for non-trivial data analysis. But Tukey is usually in there, somewhere. For example his box-and-whisker diagrams are in many if not all plotting packages. They look nice and you might even have used them. But understanding the original insights lets you use these tools more effectively.",5.0 out of 5 stars,Exploratory Data Analysis (Classic Version) (Pearson Modern Classic)
"I was not surprised to see that one of the issues raised by previous reviewers is whether or not this book is still relevant, given the enormous improvements in computing since this book was written. While I recognize that there are a lot of good ideas in this book, I must say that far too much of the text is devoted to techniques that are only relevant if one is doing data analysis on paper. This is certainly not to slander Tukey's own extensive knowledge of computing -- simply an admission of the fact that when EDA was written, few readers would have had access to any computing resources, let alone anything comparable to those that are available today. Today, the books suffers for this. A new version of this book, updated to take advantage of today's computing resources, would be quite valuable.",3.0 out of 5 stars,Exploratory Data Analysis (Classic Version) (Pearson Modern Classic)
This book is helpful when conducting thematic analysis and is the most version of Braun and Clarke's thematic analysis,5.0 out of 5 stars,Thematic Analysis: A Practical Guide
"Thematic analysis is an aspect of research that I've had a shifting response to over the years. At first TA felt deceptively simple, as I learned more it felt impossible, like trying to discover the meaning of the universe. This book is such a great guide! Whether you decide to use reflexive TA or some other approach to thematic analysis, I strongly recommend purchasing this book. The clear descriptions are super useful. I know I'll refer to this book in years to come.",5.0 out of 5 stars,Thematic Analysis: A Practical Guide
"There are sections in which the authors seem to contradict themselves and sections, specifically illustrative material, that when referred to seems dated 30 years or more.Otherwise this is an easy to read, helpful text.",3.0 out of 5 stars,Thematic Analysis: A Practical Guide
Very informative and helpful during the data analysis process.,5.0 out of 5 stars,Thematic Analysis: A Practical Guide
Great read and updated version.,5.0 out of 5 stars,Thematic Analysis: A Practical Guide
Good amount of information - helped with masters degree,5.0 out of 5 stars,Thematic Analysis: A Practical Guide
Extremely helpful book.  Written in a way that engages the reader.  I just wish it had been available when I was doing my doctoral research.,5.0 out of 5 stars,Thematic Analysis: A Practical Guide
"Participants in my lab's qualitative studies provide rich information that both addresses our structured questions and also reflects their own narratives. These data are well-suited to both inductive and deductive approaches to thematic analysis. As a quants geek, Braun and Clarke have been my go-to authors for learning thematic analysis, and now teaching it to my own students. I am so grateful for this book and web resources!",5.0 out of 5 stars,Thematic Analysis: A Practical Guide
"Such a great book when trying to learn thematic analysis. Currently using it for my Masters dissertation in Social Science, specifically Criminology. Easy to read and understand. Everything is explained so clearly, the best book i have read to help understand thematic analysis.",5.0 out of 5 stars,Thematic Analysis: A Practical Guide
Great!,5.0 out of 5 stars,Thematic Analysis: A Practical Guide
"Good book, intuitive explanations for many commonly used algorithms. The author includes lots of java code where you can implement it on your own and just look it up if you actually do have any trouble. The exercises are good practice, but many of them were much more difficult to do than you would expect after reading a chapter. so the content for the book was very good for me as a student, i always reference back to it to check how some algorithms go and whatnot. I am a student in university by the way.  The one problem I had is that at the end of my first semester of ownership, the binding of the book is already falling apart. This is from an official version from Pearson publishing too, not one of those international versions.",4.0 out of 5 stars,Data Structures and Algorithm Analysis in Java: International Edition
"This is not a required book but a reference book for Data Structure class. Our school does have our own lectures which are mainly focusing on teaching the materials. This book works as a quick reference, so, it requires you to have solid knowledge to be able to read it.Again, this book will not teach you. It is only your quick reference source. And it is very good at its job.So, please stop giving it low rate, since it might be your incorrectly expectation about it.",5.0 out of 5 stars,Data Structures and Algorithm Analysis in Java: International Edition
"I find the concepts presented in my data structures very intuitive, so I haven't had to use this textbook much; however, the language the author uses is clear and concise, and I will likely keep this textbook as a reference after my class is over. Of course, I wish that the language weren't Java -- I'm a Pythonite. Even so, the code is easy to follow regardless of background, and you can always lean on the pseudocode algorithms as necessary.I recommend it strongly for undergrads pursuing a degree in CS who will be referring to these concepts again and again in future classes.",4.0 out of 5 stars,Data Structures and Algorithm Analysis in Java: International Edition
"I got the book really quickly after I ordered it for a class.  While the contents are good, I would have liked it more if the class actually used it for things other than examples.",5.0 out of 5 stars,Data Structures and Algorithm Analysis in Java: International Edition
"Look, I'll be honest. I'm one of the few students that actually uses and appreciates textbooks. I don't like doing my reading online either because I like having a physical copy to mark, make notes in, and pass through. And I don't often groan about textbooks either. Sure, they're overwhelmingly boring. But for the most part, I find them useful (some more than others) and read them cover to cover. So to get me cranky about a textbook you have to do your fair share.And oh does Mark Allen Weiss deliver. The book is a complete nightmare. A great textbook is able to walk the reader through each part of the field he's learning, teaching it to him one piece at a time. I've always said if a textbook is great, you should be able to learn the subject from it without the aid of a teacher. Data Structures and Algorithm Analysis in Java isn't even adequate or below par -- it's straight garbage. It's the sort of book that makes one thankful for the premise of Farenheit 451.The author frequently likes to explain things while missing out important steps in the logic -- steps which may be obvious to experts in the field, people who have been studying computer science and mathematics for a long time, or exceptionally keen students, but which will utterly befuddle the rest of us. His English is clunky. He has a very unique talent for phrasing things in the most non-intuitive way possible. Relatively simple topics become a nightmare.I've spent the semester spending hours on Khan Academy, Google, or in my instructor's office seeking clarification of topics because trying to learn from this book is utterly hopeless. I'm learning Data Structures just fine, but this book has only been an obstacle to that process, not a help.Do not waste your money on this garbage. You won't use it. Even if you're a stickler for textbooks, trust me, this isn't worth it.",1.0 out of 5 stars,Data Structures and Algorithm Analysis in Java: International Edition
"I'm currently in a Computer Science program at a university, and while I haven't started my Data Structures and Algorithms, I figured getting a head start on some reading would be a good idea. I bought this textbook as an additional resource to used, and even though I've only read a couple of pages, I felt strongly compelled to write a review.  So far, my only complaint is that the reading seems ineffectively heavy such as when explaining what vertices and edges are in Graph Theory; vertices are nodes, or points in a graph, and edges connect vertices together, but the author in this textbook uses wordy paragraphs to explain vertices and edges; while some complex concepts do require detail descriptions, you shouldn't have to put any effort in comprehending basic concepts.  I have two other Data Structures and Structures, and this one is my least favorite. I'll continue to reference this textbook, and if I changed my mind, I'll update my review, but I wouldn't recommend buying this textbook.",2.0 out of 5 stars,Data Structures and Algorithm Analysis in Java: International Edition
The book is never superfluous and explains concepts comprehensively and succinctly.  Requires a reasonable foundation in programming and abstract problem solving.,5.0 out of 5 stars,Data Structures and Algorithm Analysis in Java: International Edition
No problems,5.0 out of 5 stars,Data Structures and Algorithm Analysis in Java: International Edition
"I'm using this for my first algorithm course at college and I have to say that this is a terrible book for me at my current level. The book does not have a thorough explanation on any data structures. The analysis in algorithms are unclear. It skips a lot of fundamentals, too. And a lot of the time it gives superficial but confusing instructions on what you should understand. I'm assigned this book by a professor who basically can't teach, which makes this course a nightmare for me.",2.0 out of 5 stars,Data Structures and Algorithm Analysis in Java: International Edition
goooood book,5.0 out of 5 stars,Data Structures and Algorithm Analysis in Java: International Edition
I bought the Kindle edition of the book. I didn't bother doing the practice tests or using the flashcards as the exam's passing score is 675. This book gets 5 stars because it gets the job done.Skip the exam unless someone else is paying for it. The $239 USD (as of the time I am writing this) can be better spent on data analysis books or online courses.,5.0 out of 5 stars,CompTIA Data+ Study Guide: Exam DA0-001
"This is a reasonably well-written book. I cranked through it this past weekend and passed the Data+ certification. However, there are some areas that I would recommend you supplement if you want to pass the certification:1) SQL Queries: For example, you should know your inner, outer, and full joins very well. This isn't really covered sufficiently in this text. So, unless you have experience in SQL, you will want to supplement this area of your studies.2) Designing a Dashboard: Make sure you research best practices and actually view several real-world examples of well-designed dash boards. Again, while there is some coverage, I'm not sure it's sufficient if you don't have existing experience in UX, design, or dashboard creation.Otherwise, solid resource for this certification.",4.0 out of 5 stars,CompTIA Data+ Study Guide: Exam DA0-001
"Bottom line: if your priority is to learn or review concepts, this book will serve you well. If you're looking more for quizzes and practice tests, I would recommend against this. I found the question bank to be actively detrimental to my understanding and full of errors.The book itself is very good. It clearly explains the concepts for the exam and strikes a good balance between detail and not overwhelming the student.The problem is that the quizzes and practice exams included are not even close to the same quality. Between the questions where the ""correct"" answer directly contradicts the text, to those where an entirely made-up throwaway choice is somehow the right answer, to those where the explanation refers to a different question than what was asked, there's a massive dropoff in quality from the text itself.The Wiley website where the quizzes and tests are hosted (mandatory signup to access the two full practice tests and flashcards, optional for the chapter quizzes) is ok, although the registration process seems purpose-built to be annoying.Since Data+ is still a new exam as I'm writing this, there aren't a lot of study resources available. Unfortunately, it seems like this study guide was rushed out to try and take advantage of that fairly empty market. Hopefully a future edition fixes the serious flaws of this book, but as of 2022, the built-in evaluations fall far short.",3.0 out of 5 stars,CompTIA Data+ Study Guide: Exam DA0-001
I read it and I passed the CompTIA Data+ exam,5.0 out of 5 stars,CompTIA Data+ Study Guide: Exam DA0-001
"So, I just took this exam today.  I passed with points to spare, but there were a lot of topics on the test that were not covered in this book.  Be prepared to supplement your book knowledge here with some amount of hands-on experience in databases, SQL, and statistical concepts beyond what this book provides.  Using Bloom's Taxonomy, the level of questions in the book are distributed between Remember and Understand (imo); however you will be asked to Apply these a lot more than the questions imply.",4.0 out of 5 stars,CompTIA Data+ Study Guide: Exam DA0-001
"I bought this book with plans to take the CompTIA Data+ exam. So far I am not enjoying it. The book does not align with CompTIA's objectives because the topics are not arranged in order. When it references figures it does not include the page number it is on and it's likely you've already passed by it. You're forced to go backwards in your reading if you want to refresh your memory. The Review Questions are awful and lack variety. Just about each question starts with a person's name then blah, blah, blah. It's not personalized to the user like a ""How would you handle this situation?"" type of question would be.I've instead purchased The Official CompTIA Data+ Self-Paced Study Guide (Exam DA0-001) on the CompTIA website.",2.0 out of 5 stars,CompTIA Data+ Study Guide: Exam DA0-001
"This book provides foundational information that covers all the main examinable domains for the CompTIA Data+ exam, but extra reading outside the book and completing as many Data+ practice tests is recommended.",4.0 out of 5 stars,CompTIA Data+ Study Guide: Exam DA0-001
"This book was written by a 16 year old young woman, which is an impressive feat. That being said, this is a very basic book (<100 pages) on a very complex topic. She spent a lot of time on basic molecular biology and bioinformatics. Also, there are a few typos that highlight a lack of editing.",3.0 out of 5 stars,RNA Sequencing: Principles and Data Analysis
"According to Yuval Noah Harari, “Artificial Intelligence (AI) and Biotechnology are given humanity the power to reshape and reengineer the future of life “ .  Lara combined these two subjects in her book.I have been teaching AI and Machine Learning for many years, I can say that Lara’s book is a well-written simple introductory book to the field of Data Science and Biotechnology. Event though I am a python speaker, I loved Lara’s simple introduction to R language chapter. There is plenty of up-to-date R language resources and data analytics examples. I strongly recommend this book to the beginner data scientists .A MUST read!",5.0 out of 5 stars,RNA Sequencing: Principles and Data Analysis
"Very informative and easy to follow. The author did a wonderful job overall. Before reading this book, I did not understand the flow between different steps in the data analysis pipeline. Now it is much more clear. I especially liked the alignment and normalization chapters because Ms. Ozkan visualized the concepts and explained it very clearly.",5.0 out of 5 stars,RNA Sequencing: Principles and Data Analysis
"I highly recommend this book for those who don't have a background in bioinformatics, it should be your first go to manual. The author did a great job of explaining the concepts behind genomics and emphasized the steps to a couple of softwares. It is informative and very helpful.  A must-have!",5.0 out of 5 stars,RNA Sequencing: Principles and Data Analysis
I am so happy with this book. It delivered on time. I can highly recommend.,5.0 out of 5 stars,RNA Sequencing: Principles and Data Analysis
The book perfectly informative and very well done!Highly recommend!,5.0 out of 5 stars,RNA Sequencing: Principles and Data Analysis
Amazing book! Very detailed and easily understandable for those without a background in CS.,5.0 out of 5 stars,RNA Sequencing: Principles and Data Analysis
Great Book! It really helped me to understand the bigger picture. Definitely recommend.,5.0 out of 5 stars,RNA Sequencing: Principles and Data Analysis
"This book is a good primer to RNA-Seq. The author explains well and the book is easy to read through.It would be better if there are sample codes and sample results, not just command names and format explanation. However, readers can obtain those information on the web, and this book works enough.The back cover of this book says, 'All proceeds are donated to the Cancer Research Institute.' Wow!",4.0 out of 5 stars,RNA Sequencing: Principles and Data Analysis
"I wanted to give a good credit for a 16 years-old scientist. However, I was extremely disappointed. The ""book"" is an inflated manuscript of theoretical texts. There are no examples or real codes. So many pages to explain how to use R, but no practical implantation. The ideas explained in this short space are not the most relevant.94 pages, small page size (A5?) and big font.Disappointing!",1.0 out of 5 stars,RNA Sequencing: Principles and Data Analysis
The hard cover and the first three pages are broken when I received it.,1.0 out of 5 stars,Time Series: A Data Analysis Approach Using R (Chapman & Hall/CRC Texts in Statistical Science)
Great rental,5.0 out of 5 stars,An Introduction to Categorical Data Analysis
"The book uses some racist terms to describe black people. Otherwise the book is absolutely amazing, but yeah you will find some racist terms through out the textbook and some examples that you will wonder what the authors intent was and why they were included given the language used.",3.0 out of 5 stars,An Introduction to Categorical Data Analysis
"In response to some of the other reviewers saying this book doesn't emphasize the mathematics enough: if you are a statistics graduate student and this is your assigned text for this topic, you have every right in the world to be miffed. This book wasn't written for you. It really is a great book though for the undergraduate or graduate non-stats student who is just looking to pick up some techniques for their research. It works well as a supplement to lectures and is well written enough for an autodidact to find useful.",5.0 out of 5 stars,An Introduction to Categorical Data Analysis
"Agresti's text is a higher level introductory text, which I believe will benefit any student of biostatistics without a strong math background. Though, I'm sure it will benefit those with a strong math statistics background as well. I consider this a very good companion to Hosmer & Lemeshow's Applied Logistic Regression. I used both in my categorical data analysis coursework, and I found them very beneficial and complementary.",5.0 out of 5 stars,An Introduction to Categorical Data Analysis
I am very satisfied with the rental price and the quality of the book.  This is a great book for applied statisticians.,4.0 out of 5 stars,An Introduction to Categorical Data Analysis
"Good book, but don't buy for your Paperwhite. It's not a light reading textbook, it would be handier to have the actual textbook on hand instead of trying to navigate the pages.",3.0 out of 5 stars,An Introduction to Categorical Data Analysis
"good for introduction, but lack of detailed deduction",4.0 out of 5 stars,An Introduction to Categorical Data Analysis
Great Book. But it's NOT an introduction to categorical data analysis. Great exercises at the end of each chapter. Easy to follow - discussion and limitations are well explained. A truly in depth book.,5.0 out of 5 stars,An Introduction to Categorical Data Analysis
"Does a good summary of many methods and applications, but does not delve deep into theory. Good place to start. There is also a more advanced book by the same author.",5.0 out of 5 stars,An Introduction to Categorical Data Analysis
"If you're looking for a book that will guide you from simple to complex in categorical data analysis,then this is the book.",5.0 out of 5 stars,An Introduction to Categorical Data Analysis
I think it is reasonable introduction to the data structure frame of python for a begginer.The presentation needs more care like if the code format is made different from the explanatory notes some attention to typographical errors.,4.0 out of 5 stars,"Python for Data Science: A Crash Course for Data Science and Analysis, Python Machine Learning and Big Data"
"Its OK, not very in-depth for the price of the book",3.0 out of 5 stars,"Python for Data Science: A Crash Course for Data Science and Analysis, Python Machine Learning and Big Data"
"This book is amazing and really highlights easy practical ways to use our understanding of how our brains process information, and how and where we focus to draw an audience to particular data.",5.0 out of 5 stars,"Python for Data Science: A Crash Course for Data Science and Analysis, Python Machine Learning and Big Data"
Very nicely gisted the topic. But hands on should be more vast. Like only basic python hands on is there in the book.,5.0 out of 5 stars,"Python for Data Science: A Crash Course for Data Science and Analysis, Python Machine Learning and Big Data"
Good one for beginners,4.0 out of 5 stars,"Python for Data Science: A Crash Course for Data Science and Analysis, Python Machine Learning and Big Data"
This book is a Good summary for python beginners and will surely help in grasping the basics of machine learning and data plotting techniques.,5.0 out of 5 stars,"Python for Data Science: A Crash Course for Data Science and Analysis, Python Machine Learning and Big Data"
"The excel sample photo are too small to see, they should be larger to better understand the graphic or snapshot of the excel. Otherwise the lecture is great and with basic samples to follow through and understand the topic.",3.0 out of 5 stars,Statistical Analysis with Excel For Dummies (For Dummies (Computer/Tech))
"Just received my copy of this book, was excited to start reading and follow along with the examples, and as it is with tech books today, this book has its example material downloadble from a dedicated webpage- in this case the sample worksheets and charts. The address is given in the introduction section several times, however the page seems to not exist (anymore). When I enter the address listed in the book to download those worksheets, I get ""Page Not Found"" error from dummies.com.Also, author claims there is a set of downloadable cheat sheets accompanying this book. Those are not downloadable: these are HTML tables viewable only online and not in a downloadble format like PDF or PNG.The series' name is accurate: for dummies. If I am buying ""... for dummies"" I am the dummy.",1.0 out of 5 stars,Statistical Analysis with Excel For Dummies (For Dummies (Computer/Tech))
Enseña Estadística y a aplicarla con Excel,4.0 out of 5 stars,Statistical Analysis with Excel For Dummies (For Dummies (Computer/Tech))
"for the price of this book, python language should have been included.",3.0 out of 5 stars,Time Series for Data Science: Analysis and Forecasting (Chapman & Hall/CRC Texts in Statistical Science)
"Bought this book for a required time series course, and it is very well written. Easy to understand, and walks the reader through many things relating to time series analysis.",5.0 out of 5 stars,Time Series for Data Science: Analysis and Forecasting (Chapman & Hall/CRC Texts in Statistical Science)
"This is an excellent book on categorical analysis. My advice to anyone planning to use this book is to study the first 4 chapters very carefully and very thoroughly. These chapters form the heart of the analysis, and describe the tests that follow in the most general setting. After the first 4 are done, go through chapters 5 and 6, and you will realize that logistic regression is a special case of the results you have already learned. The rest of the book is best used as a reference (in my opinion) and one can look into the relevant sections as needed.The 2  important things reading this book has taught me to look for are (1) the role of cofounders in categorical analysis (see the example in section 2.3.2 for an illustration) and (2) effective groupings, when one of the entries in the contingency table is scarce",5.0 out of 5 stars,Categorical Data Analysis (Wiley Series in Probability and Statistics)
"Agresti's book is what every statistics professor I've had mentions when teaching categorical data analysis, and after having it for a few weeks, I agree that it's great. Very clear chapters with useful exercises. As a second year graduate student, it's perfect for me. However, I would have purchased the book from the school bookstore if not for amazon's promised ""buy it by BLANK time today and, if you choose two-day shipping, get it by BLANK"" . They didn't even ship the book until the date they advertised I would be receiving it. Disappointing. And, I assume, intentionally misleading. Definitely get this book, but maybe not from amazon if you need it soon.",3.0 out of 5 stars,Categorical Data Analysis (Wiley Series in Probability and Statistics)
"Please read this in addition to the other reviews! I agree with the other reviewers except on one aspect: I found the style of writing a little bit choppy at times. The author uses short sentences when a few connecting words like e.g. ""because"", ""due to"", would have made understanding a little easier. Also, examples are not integrated optimally into the text so that there seems to be a gap between abstract conceptual explanations and the examples.",4.0 out of 5 stars,Categorical Data Analysis (Wiley Series in Probability and Statistics)
Really good clear book! Have to get the supplement from the web. The TA or student that did the stats code is the bomb in helping you code the problems and examples to really see what is going on.,4.0 out of 5 stars,Categorical Data Analysis (Wiley Series in Probability and Statistics)
"This book is sold at a good price, and it was in a good condition when I bought it. I will always recommend buying books at this site to friends and anybody.",4.0 out of 5 stars,Categorical Data Analysis (Wiley Series in Probability and Statistics)
check plus though i wish that all the examples weren't in sas. i use r primarily and have to write some of my own functions,4.0 out of 5 stars,Categorical Data Analysis (Wiley Series in Probability and Statistics)
"good sales, good book",4.0 out of 5 stars,Categorical Data Analysis (Wiley Series in Probability and Statistics)
Comprehensive coverage of topics.,4.0 out of 5 stars,Categorical Data Analysis (Wiley Series in Probability and Statistics)
Good,3.0 out of 5 stars,Categorical Data Analysis (Wiley Series in Probability and Statistics)
"A must have for any data analyst, data scientist, applied statistician.",5.0 out of 5 stars,Categorical Data Analysis (Wiley Series in Probability and Statistics)
